settlement_type,old_name,new_name,raion,oblast,date_rename,decision_rename,who_rename,decision-publish_rename,vidomosti
село,Буківцеве,Буківцьово,Великоберезнянський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 515-516"
село,Буцин,Буцинь,Старовижівський,Волинська,23.05.2017,2066-VIII,Верховна Рада України,16.06.2017,"24, ст.283"
село,Бучине,Бучина,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
смт,Буштина,Буштино,Тячевський,Закарпатська,06.04.1995,,Закарпатська обласна рада,06.06.1995,"23, стор. 516"
село,Вакули,Вахули,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Валигори,Валігури,Кременецький,Тернопільська,17.06.2009,,Тернопільська обласна рада,14.08.2009,"32-33, стор.1252"
село,Валове,Софіївка,Криворізький,Дніпропетровська,19.05.2016,"1377-VIII, ч. 1",Верховна Рада України,10.06.2016,"24, ст  497"
село,Ваньковичи,Ваньовичи,Самбірський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Вариводки,Варивідки,Білогірський,Хмельницька,17.06.2014,1504-VII,Верховна Рада України,08.08.2014,"32, ст. 1139"
місто,Вахрушеве,Боково-Хрустальне,Хрустальний,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
місто,Вахрушеве,Вахрушеве,Хрустальний,Луганська,12.05.2016,"1351-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 477"
село,Велика Бігань,Велика Бийгань,Берегівський,Закарпатська,23.12.1992,,Закарпатська обласна рада,20.04.1993,"16, стор.430"
село,Велика Горожанка,Велика Горожанна,Миколаївський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Велике Колодне,Велике Колодно,Кам'янка-Бузький,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Великий,Велике,Сокальський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Великосілка,Великосілки,Кам'янка-Бузький,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Вересневе,Босири,Чортківський,Тернопільська,26.10.1992,2714-XII,Верховна Рада України,10.11.1992,"45, ст. 621"
село,Вересня,Вересна,Баранівський,Житомирська,25.05.2009,,Житомирська обласна рада,17.07.2009,"29, стор.1081"
село,Веринь,Верин,Миколаївський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Верхнє Гусине,Верхнє Гусне,Турківський,Львівська,03.06.2008,,Львівська обласна рада,18.07.2008,29. стор.750
село,Верхній Березів,Нижній Березів,Косівський,Івано-Франківська,11.06.1993,3278-XII,Верховна Рада України,20.07.1993,"29, ст. 317"
село,Верхній Іванів,Івачів Горішній,Тернопільський,Тернопільська,18.03.1991,848-XII,Верховна Рада України,09.04.1991,"15, ст. 185"
село,Верхньодорожне,Дроговиж,Миколаївський,Львівська,11.10.1989,8233-XI,Верховна Рада України,24.10.1989,"43, ст. 600"
село,Верхня Луковиця,Верхня Лукавиця,Стрийський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 253-254"
село,Весняне,Ангелівка,Заліщицький,Тернопільська,31.10.1990,424-XII,Верховна Рада України,13.11.1990,"46, ст. 615"
селище,Видвиженець,Миролюбівка,Новомосковський,Дніпропетровська,17.03.2016,1037-VIII,Верховна Рада України,08.04.2016,15. ст. 154
село,Винішок,Винімок,Камінь-Каширський,Волинська,26.12.2002,379-IV,Верховна Рада України,14.02.2003,"7, ст.78"
село,Висоцьке,Висоцько,Бродівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
село,Вихопки,Вихопні,Кам'янка-Бузький,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 617-618"
селище,Вишкове,Вишково,Хустський,Закарпатська,23.12.1992,,Закарпатська обласна рада,20.04.1993,"16, стор.430"
село,Вишневе,Татаринці,Лановецький,Тернопільська,31.10.1990,424-XII,Верховна Рада України,13.11.1990,"46, ст. 615"
село,Вишнівка,Завишень,Сокальський,Львівська,11.10.1989,8233-XI,Верховна Рада України,24.10.1989,"43, ст. 600"
село,Вікторівка,Поминик,Маньківський,Черкаська,19.05.2016,"1377-VIII, ч. 7",Верховна Рада України,10.06.2016,"24, ст. 497"
село,Віленка,Вільне,Солонянський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Вільбівне,Вельбівно,Острозький,Рівненська,29.05.2009,,Рівненська обласна рада,17.07.2009,"29, стор.1081-1082"
село,Вільхове,Ульвівок,Сокальський,Львівська,19.10.1995,394/95-ВР,Верховна Рада України,19.09.1995,"38, ст. 293"
село,Вільховець,Вільхівці,Городенківський,Івано-Франківська,25.12.1992,,Івано-Франківська обласна рада,16.02.1993,"7, стор. 164"
село,Вільхуватка,Вільховатка,Кобеляцький,Полтавська,01.01.1987,,Полтавська обласна рада,23.06.2006,"24-25, стор.956"
село,Вільшана,Ольшана,Ічнянський,Чернігівська,07.06.2007,1154-V,Верховна Рада України,24.08.2007,"34, ст.477"
село,Вітивщина,Війтівщина,Яворівський,Львівська,19.09.1989,,Львівська обласна рада,24.10.1989,"43, стор. 618"
село,Вовкове,Танівка,Березівський,Одеська,19.05.2016,1377-VIII. ч. 5,Верховна Рада України,10.06.2016,"24, ст. 497"
село,Вовчухів,Вовчухи,Городоцький,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 251"
село,Водники,Відники,Пустомитівський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Водяне,Зимна Вода,Пустомитівський,Львівська,18.12.1990,,Львівська обласна рада,03.03.1992,"9, стор. 252-253"
село,Войкове,Квітуче,Солонянський,Дніпропетровська,12.05.2016,"1353-VIII, ч. 1",Верховна Рада України,03.06.2016,"23, ст. 479"
село,Войкове,Войтове,Згурівський,Київська,12.05.2016,"1353-VIII, ч. 2",Верховна Рада України,03.06.2016,"23, ст. 479"
